order_id,zone,merchant_name,assigned,assigned_driver_id,assigned_driver_name,offer_amount,effective_pay_per_mile,total_economic_miles,total_minutes,status,reason,zone_pressure_multiplier
ORD-000883,clintonville,Iron Grill BBQ & Breakfast,True,DRV-0064,Driver 64,22.2,4.48,4.95,25.04,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000884,ua_edge,Taco Bell,True,DRV-0034,Driver 34,43.07,4.93,8.73,23.43,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000885,osu,Awadh India Restaurant,True,DRV-0007,Driver 7,40.65,5.36,7.58,30.86,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000886,worthington,Ritzy's,True,DRV-0108,Driver 108,25.61,6.53,3.92,27.28,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000887,beechwold,Iron Grill BBQ & Breakfast,True,DRV-0139,Driver 139,33.3,7.03,4.74,27.03,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000888,short_north,Wendy's,True,DRV-0131,Driver 131,33.54,4.88,6.88,33.19,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000889,northland,Iron Grill BBQ & Breakfast,True,DRV-0017,Driver 17,46.43,4.59,10.11,28.64,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000890,clintonville,Pizza Hut,True,DRV-0064,Driver 64,35.04,4.96,7.06,20.78,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000891,northland,Awadh India Restaurant,True,DRV-0017,Driver 17,25.97,5.32,4.88,28.7,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000892,short_north,Kroger,True,DRV-0131,Driver 131,37.5,5.34,7.02,26.19,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000893,short_north,Pizza Hut,True,DRV-0131,Driver 131,24.79,5.48,4.52,22.01,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000894,dublin_edge,Taco Bell,True,DRV-0108,Driver 108,49.18,5.25,9.37,35.67,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000895,northland,Starbucks,True,DRV-0017,Driver 17,28.18,4.39,6.42,23.54,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000896,ua_edge,Awadh India Restaurant,True,DRV-0034,Driver 34,29.69,5.28,5.62,27.99,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000897,clintonville,Chipotle,True,DRV-0064,Driver 64,33.51,4.91,6.82,17.45,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000898,beechwold,McDonald's,True,DRV-0139,Driver 139,47.32,4.77,9.91,23.6,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000899,clintonville,Pizza Hut,True,DRV-0064,Driver 64,31.44,3.96,7.93,41.74,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000900,beechwold,Kroger,True,DRV-0139,Driver 139,37.55,5.3,7.08,40.48,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000901,worthington,McDonald's,True,DRV-0108,Driver 108,40.67,5.7,7.13,24.58,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000902,dublin_edge,Kroger,True,DRV-0108,Driver 108,36.95,5.6,6.6,34.42,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000903,short_north,Awadh India Restaurant,True,DRV-0131,Driver 131,39.58,4.73,8.37,36.06,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000904,worthington,Taco Bell,True,DRV-0108,Driver 108,36.47,5.23,6.97,28.01,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000905,osu,Awadh India Restaurant,True,DRV-0007,Driver 7,27.56,7.21,3.82,37.36,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000906,osu,Awadh India Restaurant,True,DRV-0007,Driver 7,34.29,4.8,7.14,33.66,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000907,worthington,Ritzy's,True,DRV-0108,Driver 108,30.77,6.0,5.13,35.17,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000908,osu,Iron Grill BBQ & Breakfast,True,DRV-0007,Driver 7,36.59,5.54,6.61,29.8,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000909,clintonville,Kroger,True,DRV-0064,Driver 64,34.26,4.21,8.13,29.92,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000910,ua_edge,Ritzy's,True,DRV-0034,Driver 34,26.23,5.52,4.75,23.13,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000911,osu,Iron Grill BBQ & Breakfast,True,DRV-0007,Driver 7,34.08,6.24,5.46,29.54,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000912,worthington,Wendy's,True,DRV-0108,Driver 108,32.0,8.51,3.76,37.64,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000913,short_north,Kroger,True,DRV-0131,Driver 131,30.9,5.57,5.55,29.67,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000914,osu,Iron Grill BBQ & Breakfast,True,DRV-0007,Driver 7,37.91,5.99,6.33,33.92,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000915,dublin_edge,Taco Bell,True,DRV-0108,Driver 108,40.13,4.3,9.33,23.01,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000916,osu,Chipotle,True,DRV-0007,Driver 7,34.82,5.23,6.66,32.32,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000917,clintonville,Wendy's,True,DRV-0064,Driver 64,40.73,4.4,9.26,28.27,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000918,ua_edge,Wendy's,True,DRV-0034,Driver 34,24.25,4.53,5.35,20.44,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000919,dublin_edge,Awadh India Restaurant,True,DRV-0108,Driver 108,50.03,5.24,9.55,29.62,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000920,short_north,Wendy's,True,DRV-0131,Driver 131,30.97,5.75,5.39,36.04,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000921,clintonville,Iron Grill BBQ & Breakfast,True,DRV-0064,Driver 64,28.01,4.22,6.64,20.51,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000922,osu,McDonald's,True,DRV-0007,Driver 7,38.26,5.25,7.29,17.57,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000923,clintonville,McDonald's,True,DRV-0064,Driver 64,28.05,4.99,5.62,31.11,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000924,short_north,Ritzy's,True,DRV-0131,Driver 131,27.59,6.31,4.37,20.59,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000925,ua_edge,Pizza Hut,True,DRV-0034,Driver 34,42.78,4.57,9.36,21.97,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000926,clintonville,Awadh India Restaurant,True,DRV-0064,Driver 64,40.98,4.49,9.13,35.07,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000927,clintonville,Kroger,True,DRV-0064,Driver 64,38.37,4.39,8.75,22.72,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000928,clintonville,Taco Bell,True,DRV-0064,Driver 64,28.35,4.92,5.76,23.22,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000929,osu,Chipotle,True,DRV-0007,Driver 7,32.74,5.74,5.7,33.96,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000930,dublin_edge,McDonald's,True,DRV-0108,Driver 108,30.21,4.78,6.32,33.51,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000931,worthington,Iron Grill BBQ & Breakfast,True,DRV-0108,Driver 108,27.48,6.53,4.21,32.78,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000932,short_north,Pizza Hut,True,DRV-0131,Driver 131,34.76,5.47,6.35,24.83,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000933,northland,Iron Grill BBQ & Breakfast,True,DRV-0017,Driver 17,33.56,4.31,7.78,30.77,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000934,short_north,McDonald's,True,DRV-0131,Driver 131,31.67,4.43,7.15,26.39,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000935,clintonville,Wendy's,True,DRV-0064,Driver 64,22.07,5.92,3.73,30.77,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000936,dublin_edge,Chipotle,True,DRV-0108,Driver 108,32.05,4.57,7.01,26.92,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000937,osu,Ritzy's,True,DRV-0007,Driver 7,37.53,5.48,6.85,30.49,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000938,clintonville,Taco Bell,True,DRV-0064,Driver 64,26.15,4.32,6.05,21.62,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000939,osu,Taco Bell,True,DRV-0007,Driver 7,27.73,5.58,4.97,18.23,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000940,ua_edge,Ritzy's,True,DRV-0034,Driver 34,27.15,5.66,4.8,14.85,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000941,beechwold,Kroger,True,DRV-0139,Driver 139,44.23,4.56,9.71,27.06,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000942,ua_edge,Pizza Hut,True,DRV-0034,Driver 34,35.34,7.01,5.04,29.14,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000943,short_north,Chipotle,True,DRV-0131,Driver 131,34.62,5.78,5.99,43.91,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000944,clintonville,McDonald's,True,DRV-0064,Driver 64,40.75,3.78,10.79,23.59,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000945,short_north,McDonald's,True,DRV-0131,Driver 131,46.99,4.4,10.68,35.2,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000946,northland,Wendy's,True,DRV-0017,Driver 17,34.83,4.28,8.14,23.63,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000947,ua_edge,McDonald's,True,DRV-0034,Driver 34,42.17,4.82,8.74,33.66,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000948,clintonville,Iron Grill BBQ & Breakfast,True,DRV-0064,Driver 64,35.77,4.39,8.15,27.35,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000949,clintonville,Taco Bell,True,DRV-0064,Driver 64,39.48,4.46,8.86,36.18,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000950,worthington,Pizza Hut,True,DRV-0108,Driver 108,30.05,5.76,5.22,29.62,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000951,northland,Awadh India Restaurant,True,DRV-0017,Driver 17,22.01,5.81,3.79,24.74,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000952,osu,Chipotle,True,DRV-0007,Driver 7,26.86,4.89,5.49,29.01,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000953,osu,Taco Bell,True,DRV-0007,Driver 7,42.81,6.68,6.41,32.45,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000954,ua_edge,McDonald's,True,DRV-0034,Driver 34,38.26,4.88,7.84,34.56,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000955,short_north,Iron Grill BBQ & Breakfast,True,DRV-0131,Driver 131,31.97,4.89,6.54,31.51,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000956,short_north,Chipotle,True,DRV-0131,Driver 131,42.75,4.55,9.4,39.11,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000957,beechwold,McDonald's,True,DRV-0139,Driver 139,51.55,5.12,10.07,32.13,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000958,osu,Ritzy's,True,DRV-0007,Driver 7,31.41,5.88,5.34,30.02,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000959,worthington,Taco Bell,True,DRV-0108,Driver 108,47.94,6.34,7.56,44.51,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000960,worthington,Kroger,True,DRV-0108,Driver 108,29.82,7.97,3.74,42.57,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000961,osu,Kroger,True,DRV-0007,Driver 7,36.82,4.39,8.38,33.39,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000962,clintonville,McDonald's,True,DRV-0064,Driver 64,26.98,6.42,4.2,20.88,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000963,worthington,Iron Grill BBQ & Breakfast,True,DRV-0108,Driver 108,36.44,5.81,6.27,23.33,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000964,northland,Taco Bell,True,DRV-0017,Driver 17,24.74,5.58,4.43,21.68,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000965,osu,Chipotle,True,DRV-0007,Driver 7,42.81,6.47,6.62,29.75,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000966,dublin_edge,Iron Grill BBQ & Breakfast,True,DRV-0108,Driver 108,37.45,5.58,6.71,38.02,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000967,clintonville,Chipotle,True,DRV-0064,Driver 64,30.59,5.92,5.17,29.17,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000968,worthington,Iron Grill BBQ & Breakfast,True,DRV-0108,Driver 108,45.87,5.72,8.02,28.54,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000969,osu,Pizza Hut,True,DRV-0007,Driver 7,24.51,4.55,5.39,30.58,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000970,clintonville,Pizza Hut,True,DRV-0064,Driver 64,29.14,4.43,6.58,30.05,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000971,short_north,Ritzy's,True,DRV-0131,Driver 131,41.07,5.29,7.77,30.36,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000972,short_north,Iron Grill BBQ & Breakfast,True,DRV-0131,Driver 131,41.69,5.38,7.75,26.46,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000973,osu,McDonald's,True,DRV-0007,Driver 7,30.92,6.48,4.77,28.64,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000974,worthington,Wendy's,True,DRV-0108,Driver 108,37.38,5.96,6.27,39.3,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000975,beechwold,Pizza Hut,True,DRV-0139,Driver 139,29.56,5.33,5.55,24.69,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000976,northland,Chipotle,True,DRV-0017,Driver 17,38.69,4.64,8.34,38.06,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000977,worthington,Starbucks,True,DRV-0108,Driver 108,31.26,5.26,5.94,30.49,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000978,worthington,McDonald's,True,DRV-0108,Driver 108,40.68,6.03,6.75,37.86,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000979,dublin_edge,Wendy's,True,DRV-0108,Driver 108,47.97,5.53,8.68,22.37,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000980,osu,Taco Bell,True,DRV-0007,Driver 7,41.69,6.14,6.79,34.06,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000981,ua_edge,Ritzy's,True,DRV-0034,Driver 34,33.43,6.84,4.89,27.62,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000982,clintonville,Taco Bell,True,DRV-0064,Driver 64,33.2,4.89,6.79,33.51,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000983,short_north,Starbucks,True,DRV-0131,Driver 131,29.41,5.3,5.55,32.81,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000984,short_north,Pizza Hut,True,DRV-0131,Driver 131,23.53,7.15,3.29,36.47,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000985,short_north,Kroger,True,DRV-0131,Driver 131,33.68,5.64,5.97,14.85,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000986,worthington,Awadh India Restaurant,True,DRV-0108,Driver 108,39.48,5.28,7.48,31.76,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000987,short_north,Starbucks,True,DRV-0131,Driver 131,48.54,4.53,10.72,15.83,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000988,beechwold,Iron Grill BBQ & Breakfast,True,DRV-0139,Driver 139,29.5,4.72,6.25,19.55,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000989,beechwold,Wendy's,True,DRV-0139,Driver 139,31.3,7.81,4.01,44.68,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000990,clintonville,McDonald's,True,DRV-0064,Driver 64,35.44,5.89,6.02,38.81,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000991,short_north,Starbucks,True,DRV-0131,Driver 131,40.24,5.2,7.74,40.48,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000992,short_north,Kroger,True,DRV-0131,Driver 131,38.61,5.83,6.62,35.59,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000993,short_north,Wendy's,True,DRV-0131,Driver 131,29.25,6.01,4.87,18.4,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000994,worthington,Wendy's,True,DRV-0108,Driver 108,40.12,5.87,6.84,41.64,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000995,osu,Awadh India Restaurant,True,DRV-0007,Driver 7,38.26,5.52,6.93,17.79,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000996,clintonville,Awadh India Restaurant,True,DRV-0064,Driver 64,34.79,5.19,6.7,24.22,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000997,short_north,Pizza Hut,True,DRV-0131,Driver 131,32.61,5.41,6.03,29.64,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000998,worthington,Iron Grill BBQ & Breakfast,True,DRV-0108,Driver 108,42.09,5.6,7.52,33.82,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000999,worthington,McDonald's,True,DRV-0108,Driver 108,41.29,6.44,6.41,31.34,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001000,worthington,Awadh India Restaurant,True,DRV-0108,Driver 108,41.18,4.57,9.01,23.76,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001001,short_north,Kroger,True,DRV-0131,Driver 131,31.66,5.25,6.03,36.07,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001002,ua_edge,Kroger,True,DRV-0034,Driver 34,38.96,4.11,9.49,42.07,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001003,osu,Kroger,True,DRV-0007,Driver 7,51.16,5.55,9.22,31.29,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001004,worthington,Kroger,True,DRV-0108,Driver 108,37.1,6.1,6.08,15.99,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001005,worthington,Kroger,True,DRV-0108,Driver 108,41.46,5.61,7.39,38.72,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001006,worthington,Kroger,True,DRV-0108,Driver 108,42.36,5.82,7.28,27.74,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001007,ua_edge,McDonald's,True,DRV-0034,Driver 34,30.16,5.55,5.43,30.04,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001008,worthington,Wendy's,True,DRV-0108,Driver 108,40.54,4.79,8.47,22.2,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001009,northland,Ritzy's,True,DRV-0017,Driver 17,29.58,4.67,6.34,39.23,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001010,northland,Pizza Hut,True,DRV-0017,Driver 17,31.92,4.69,6.81,35.53,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001011,northland,Starbucks,True,DRV-0017,Driver 17,43.36,4.31,10.06,36.39,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001012,ua_edge,Kroger,True,DRV-0034,Driver 34,27.04,4.3,6.29,28.91,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001013,ua_edge,Taco Bell,True,DRV-0034,Driver 34,31.6,6.32,5.0,31.35,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001014,northland,Wendy's,True,DRV-0017,Driver 17,39.11,4.96,7.89,34.07,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001015,short_north,Taco Bell,True,DRV-0131,Driver 131,33.12,4.05,8.18,19.98,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001016,clintonville,Wendy's,True,DRV-0064,Driver 64,35.55,4.16,8.54,27.17,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001017,worthington,Taco Bell,True,DRV-0108,Driver 108,39.96,5.99,6.67,21.51,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001018,dublin_edge,Ritzy's,True,DRV-0108,Driver 108,35.47,4.52,7.84,31.79,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001019,clintonville,Pizza Hut,True,DRV-0064,Driver 64,36.61,4.7,7.79,36.21,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001020,clintonville,Iron Grill BBQ & Breakfast,True,DRV-0064,Driver 64,37.01,4.95,7.48,31.55,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001021,beechwold,Starbucks,True,DRV-0139,Driver 139,30.97,7.94,3.9,34.75,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001022,northland,Wendy's,True,DRV-0017,Driver 17,25.18,4.54,5.55,37.78,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001023,beechwold,Pizza Hut,True,DRV-0139,Driver 139,29.18,4.86,6.0,32.25,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001024,northland,Chipotle,True,DRV-0017,Driver 17,23.79,4.9,4.86,18.83,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001025,worthington,Awadh India Restaurant,True,DRV-0108,Driver 108,35.72,5.72,6.25,35.23,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001026,northland,Iron Grill BBQ & Breakfast,True,DRV-0017,Driver 17,39.44,4.54,8.68,34.33,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001027,osu,Awadh India Restaurant,True,DRV-0007,Driver 7,52.02,5.64,9.22,41.52,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001028,northland,Awadh India Restaurant,True,DRV-0017,Driver 17,42.57,5.26,8.09,46.67,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001029,short_north,Ritzy's,True,DRV-0131,Driver 131,31.26,5.07,6.17,13.43,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001030,clintonville,Taco Bell,True,DRV-0064,Driver 64,38.15,4.36,8.74,20.26,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001031,beechwold,Chipotle,True,DRV-0139,Driver 139,38.74,4.1,9.44,25.24,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001032,short_north,Wendy's,True,DRV-0131,Driver 131,33.34,4.51,7.39,38.25,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001033,clintonville,Pizza Hut,True,DRV-0064,Driver 64,36.03,5.12,7.04,21.1,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001034,worthington,Awadh India Restaurant,True,DRV-0108,Driver 108,32.16,6.23,5.16,33.28,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001035,northland,Chipotle,True,DRV-0017,Driver 17,33.77,4.94,6.83,25.0,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001036,northland,Awadh India Restaurant,True,DRV-0017,Driver 17,27.92,6.08,4.59,32.0,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001037,dublin_edge,Starbucks,True,DRV-0108,Driver 108,34.25,4.55,7.53,30.79,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001038,short_north,McDonald's,True,DRV-0131,Driver 131,37.15,6.31,5.89,32.54,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001039,clintonville,McDonald's,True,DRV-0064,Driver 64,36.12,4.61,7.83,28.24,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001040,clintonville,Taco Bell,True,DRV-0064,Driver 64,43.53,5.13,8.48,22.21,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001041,osu,Iron Grill BBQ & Breakfast,True,DRV-0007,Driver 7,40.63,5.4,7.53,35.66,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001042,beechwold,Awadh India Restaurant,True,DRV-0139,Driver 139,39.16,5.35,7.32,18.76,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001043,clintonville,Taco Bell,True,DRV-0064,Driver 64,35.74,4.75,7.53,33.47,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001044,short_north,Iron Grill BBQ & Breakfast,True,DRV-0131,Driver 131,37.3,4.54,8.21,27.94,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001045,ua_edge,Awadh India Restaurant,True,DRV-0034,Driver 34,31.97,4.19,7.63,21.0,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001046,northland,McDonald's,True,DRV-0017,Driver 17,25.2,5.16,4.88,26.11,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001047,northland,Wendy's,True,DRV-0017,Driver 17,35.39,4.51,7.85,23.25,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001048,dublin_edge,Pizza Hut,True,DRV-0108,Driver 108,32.33,4.91,6.59,26.59,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001049,ua_edge,Wendy's,True,DRV-0034,Driver 34,27.11,5.35,5.07,31.64,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001050,northland,Ritzy's,True,DRV-0017,Driver 17,46.33,4.82,9.61,27.8,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001051,dublin_edge,Iron Grill BBQ & Breakfast,True,DRV-0108,Driver 108,26.23,4.73,5.54,18.5,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001052,dublin_edge,Wendy's,True,DRV-0108,Driver 108,23.53,4.84,4.86,22.59,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001053,short_north,Pizza Hut,True,DRV-0131,Driver 131,33.13,5.96,5.56,33.23,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001054,ua_edge,Awadh India Restaurant,True,DRV-0034,Driver 34,27.0,8.01,3.37,28.94,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001055,osu,Pizza Hut,True,DRV-0007,Driver 7,41.24,5.63,7.32,27.97,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-001056,worthington,Starbucks,True,DRV-0108,Driver 108,37.11,4.86,7.63,26.46,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
